Date,High,Low,Open,Close,Volume,Adj Close,date,year
2016-07-06,23.915000915527344,23.592500686645508,23.649999618530273,23.88249969482422,123796400.0,22.116472244262695,2016-07-06,2016
2016-07-07,24.125,23.905000686645508,23.924999237060547,23.985000610351562,100558400.0,22.21139144897461,2016-07-07,2016
2016-07-08,24.22249984741211,24.012500762939453,24.122499465942383,24.170000076293945,115648400.0,22.38271141052246,2016-07-08,2016
2016-07-11,24.412500381469727,24.1825008392334,24.1875,24.2450008392334,95179600.0,22.452163696289062,2016-07-11,2016
2016-07-12,24.424999237060547,24.280000686645508,24.292499542236328,24.354999542236328,96670000.0,22.554027557373047,2016-07-12,2016
2016-07-13,24.417499542236328,24.209999084472656,24.352500915527344,24.217500686645508,103568800.0,22.426698684692383,2016-07-13,2016
2016-07-14,24.747499465942383,24.329999923706055,24.34749984741211,24.697500228881836,155676000.0,22.871204376220703,2016-07-14,2016
2016-07-15,24.825000762939453,24.625,24.729999542236328,24.69499969482422,120548000.0,22.86888885498047,2016-07-15,2016
2016-07-18,25.032499313354492,24.649999618530273,24.674999237060547,24.957500457763672,145975600.0,23.111976623535156,2016-07-18,2016
2016-07-19,25.0,24.834999084472656,24.889999389648438,24.967500686645508,95119600.0,23.121240615844727,2016-07-19,2016
2016-07-20,25.114999771118164,24.934999465942383,25.0,24.989999771118164,105104000.0,23.142070770263672,2016-07-20,2016
2016-07-21,25.25,24.782499313354492,24.957500457763672,24.857500076293945,130808000.0,23.019372940063477,2016-07-21,2016
2016-07-22,24.825000762939453,24.577499389648438,24.815000534057617,24.665000915527344,113254800.0,22.84111213684082,2016-07-22,2016
2016-07-25,24.709999084472656,24.229999542236328,24.5625,24.334999084472656,161531600.0,22.535507202148438,2016-07-25,2016
2016-07-26,24.49250030517578,24.104999542236328,24.204999923706055,24.167499542236328,224959200.0,22.380395889282227,2016-07-26,2016
2016-07-27,26.087499618530273,25.6875,26.0674991607666,25.737499237060547,369379200.0,23.834299087524414,2016-07-27,2016
2016-07-28,26.112499237060547,25.704999923706055,25.707500457763672,26.084999084472656,159479200.0,24.156103134155273,2016-07-28,2016
2016-07-29,26.137500762939453,25.920000076293945,26.047500610351562,26.052499771118164,110934800.0,24.126007080078125,2016-07-29,2016
2016-08-01,26.537500381469727,26.102500915527344,26.102500915527344,26.512500762939453,152671600.0,24.551990509033203,2016-08-01,2016
2016-08-02,26.517499923706055,26.0,26.512500762939453,26.1200008392334,135266400.0,24.188520431518555,2016-08-02,2016
2016-08-03,26.459999084472656,26.1924991607666,26.202499389648438,26.447500228881836,120810400.0,24.491798400878906,2016-08-03,2016
2016-08-04,26.5,26.31999969482422,26.395000457763672,26.467500686645508,109634800.0,24.64309310913086,2016-08-04,2016
2016-08-05,26.912500381469727,26.545000076293945,26.5674991607666,26.8700008392334,162213600.0,25.017852783203125,2016-08-05,2016
2016-08-08,27.092500686645508,26.790000915527344,26.8799991607666,27.092500686645508,112148800.0,25.225013732910156,2016-08-08,2016
2016-08-09,27.235000610351562,27.002500534057617,27.0575008392334,27.202499389648438,105260800.0,25.327430725097656,2016-08-09,2016
2016-08-10,27.225000381469727,26.940000534057617,27.177499771118164,27.0,96034000.0,25.13888931274414,2016-08-10,2016
2016-08-11,27.232500076293945,26.962499618530273,27.1299991607666,26.982500076293945,109938000.0,25.122600555419922,2016-08-11,2016
2016-08-12,27.110000610351562,26.94499969482422,26.94499969482422,27.045000076293945,74641600.0,25.180788040161133,2016-08-12,2016
2016-08-15,27.385000228881836,27.020000457763672,27.03499984741211,27.3700008392334,103472800.0,25.483388900756836,2016-08-15,2016
2016-08-16,27.5575008392334,27.302499771118164,27.407499313354492,27.344999313354492,135177600.0,25.46010971069336,2016-08-16,2016
2016-08-17,27.342500686645508,27.084999084472656,27.274999618530273,27.30500030517578,101424000.0,25.422863006591797,2016-08-17,2016
2016-08-18,27.399999618530273,27.2549991607666,27.3075008392334,27.270000457763672,87938800.0,25.390281677246094,2016-08-18,2016
2016-08-19,27.422500610351562,27.09000015258789,27.1924991607666,27.34000015258789,101472400.0,25.455453872680664,2016-08-19,2016
2016-08-22,27.274999618530273,26.962499618530273,27.21500015258789,27.127500534057617,103280800.0,25.257606506347656,2016-08-22,2016
